achieve_yes
achieve_yes few_sixltr
tentat_yes feel_yes affiliation_yes
tentat_yes feel_yes few_sixltr
tentat_yes feel_yes netspeak_yes
tentat_yes hear_yes
tentat_yes hear_yes achieve_yes
tentat_yes hear_yes affiliation_yes
tentat_yes hear_yes netspeak_yes
tentat_yes hear_yes power_yes
tentat_yes many_sixltr
tentat_yes netspeak_yes
tentat_yes netspeak_yes assent_yes
tentat_yes netspeak_yes few_sixltr
tentat_yes netspeak_yes has_exclam
tentat_yes netspeak_yes has_hashtag
tentat_yes netspeak_yes has_photo
tentat_yes netspeak_yes has_qmark
tentat_yes netspeak_yes has_url
tentat_yes netspeak_yes high_wps
tentat_yes netspeak_yes low_wps
tentat_yes netspeak_yes many_sixltr
tentat_yes power_yes
tentat_yes power_yes many_sixltr
tentat_yes power_yes netspeak_yes
tentat_yes power_yes reward_yes
tentat_yes power_yes risk_yes
tentat_yes reward_yes
tentat_yes reward_yes netspeak_yes
tentat_yes reward_yes risk_yes
tentat_yes risk_yes
tentat_yes risk_yes netspeak_yes
tentat_yes see_yes
tentat_yes see_yes achieve_yes
tentat_yes see_yes affiliation_yes
tentat_yes see_yes feel_yes
tentat_yes see_yes hear_yes
tentat_yes see_yes many_sixltr
tentat_yes see_yes netspeak_yes
tentat_yes see_yes power_yes
tentat_yes see_yes reward_yes
tentat_yes see_yes risk_yes
